Date,Revenue,EBIT,Net Income,Total Debt,Net Debt,Share Issued,Equity,Free Cash Flow,Ticker,Price,Sector,Industry,Market Cap,Enterprice Value,PER,EV/EBIT,EV/FCF,Net Profit Margin,ROIC
2021-08-31,195929000.0,6708000.0,5007000.0,10133000.0,0.0,441825.0,17564000.0,5370000.0,COST,437.65,Consumer Defensive,Discount Stores,193364711.25,203497711.25,38.618875823846615,30.336569953786523,37.89529073556797,0.025555175599324246,0.2421922951944254
2024-01-31,107412000.0,5707000.0,4138000.0,19646000.0,12233000.0,461675.44,13432000.0,3815000.0,TGT,138.54,Consumer Defensive,Discount Stores,63960515.4576,76193515.4576,15.456866954470758,13.35088758675311,19.972087931218873,0.03852455963951886,0.22236508864211962
2023-01-31,109120000.0,3848000.0,2780000.0,19073000.0,13910000.0,460346.95,11232000.0,-1510000.0,TGT,160.55,Consumer Defensive,Discount Stores,73908702.8225,87818702.8225,26.58586432464029,22.821908217905406,0.0,0.025476539589442817,0.15305067218200621
2022-01-31,106005000.0,8946000.0,6946000.0,16467000.0,7809000.0,471274.07,12827000.0,5081000.0,TGT,202.85,Consumer Defensive,Discount Stores,95597945.0995,103406945.0995,13.763021177584221,11.559014654538341,20.35169161572525,0.0655252110749493,0.4335142469470828
2021-01-29,93561000.0,6539000.0,4368000.0,15109000.0,4169000.0,500877.13,14440000.0,7876000.0,TGT,168.01,Consumer Defensive,Discount Stores,84152366.61129999,88321366.61129999,19.265651696726188,13.506861387261047,11.213987634751142,0.04668611921634014,0.3513891127948842
2023-12-29,33723297.0,6954003.0,5407990.0,14543261.0,7426348.0,448837.85,20588313.0,6925749.0,NFLX,490.37,Communication Services,Entertainment,220096616.5045,227522964.5045,40.69841410662742,32.718272411516075,32.85174852633268,0.16036362043723068,0.24822727642501188
2022-12-30,31615550.0,5632831.0,4491924.0,14353076.0,9205900.0,446911.25,20777401.0,1618528.0,NFLX,285.53,Communication Services,Entertainment,127606569.21249999,136812469.21249998,28.407998268114063,24.288402974010754,84.5289480395149,0.14207957792921522,0.18786560559159246
2021-12-31,29697844.0,6194509.0,5116228.0,15392895.0,9365091.0,445527.59,15849248.0,-131975.0,NFLX,610.01,Communication Services,Entertainment,271776285.1759,281141376.1759,53.12044052295949,45.38557877240956,0.0,0.17227607499049427,0.24567405871714504
2023-09-29,88898000.0,8992000.0,2354000.0,49895000.0,32249000.0,1849000.0,99277000.0,4897000.0,DIS,80.03,Communication Services,Entertainment,147975470.0,180224470.0,62.86128717077315,20.042756895017792,36.80303655299163,0.02647978582195325,0.0683667107644116
2022-09-30,82722000.0,6770000.0,3145000.0,51608000.0,36754000.0,1800000.0,95008000.0,1067000.0,DIS,95.74,Communication Services,Entertainment,172332000.0,209086000.0,54.79554848966614,30.88419497784343,195.9568884723524,0.03801890669954788,0.05138051942138098
2021-09-30,67418000.0,3659000.0,1995000.0,57635000.0,38447000.0,1837000.0,88553000.0,1989000.0,DIS,171.75,Communication Services,Entertainment,315504750.0,353951750.0,158.14774436090227,96.73455862257447,177.95462543991957,0.029591503752706992,0.028811023622047245
2023-12-29,134902000.0,46751000.0,39098000.0,37234000.0,0.0,2561000.0,153168000.0,43847000.0,META,358.25,Communication Services,Internet Content & Information,917478250.0,954712250.0,23.46611719269528,20.421215588971357,21.773718840513602,0.28982520644616094,0.24553838720181512
2022-12-30,116609000.0,28944000.0,23200000.0,26591000.0,0.0,2614000.0,125713000.0,19044000.0,META,117.92,Communication Services,Internet Content & Information,308242880.0,334833880.0,13.286331034482759,11.568334715312327,17.582119302667508,0.19895548371051977,0.19004097069019854
2021-12-31,117929000.0,46753000.0,39370000.0,13873000.0,0.0,2741000.0,124879000.0,38993000.0,META,342.32,Communication Services,Internet Content & Information,938299120.0,952172120.0,23.832845313690626,20.366011165058925,24.419052650475727,0.3338449405998525,0.3369537015682657
2023-12-29,307394000.0,84293000.0,73795000.0,28504000.0,0.0,12460000.0,283379000.0,69495000.0,GOOGL,139.47,Communication Services,Internet Content & Information,1737796200.0,1766300200.0,23.548969442374144,20.954292764523746,25.416219871933233,0.24006649446638517,0.27027122350368565
2022-12-30,282836000.0,74842000.0,59972000.0,29679000.0,0.0,12849000.0,256144000.0,60010000.0,GOOGL,86.88,Communication Services,Internet Content & Information,1116321120.0,1146000120.0,18.61403855132395,15.312259426525213,19.096819196800535,0.2120380715326196,0.26184736707682726
2021-12-31,257637000.0,78714000.0,76033000.0,28395000.0,0.0,13242420.0,251635000.0,67012000.0,GOOGL,145.88,Communication Services,Internet Content & Information,1931804229.6,1960199229.6,25.40744452540344,24.902802927052367,29.251465850892377,0.2951167728237792,0.28109131164518086
