Date,Total Revenue,Cost of Revenue,Gross Profit,Operating Expense,Operating Income,Net Non Operating Interest Income Expense,Other Income Expense,Pretax Income,Tax Provision,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Total Operating Income as Reported,Total Expenses,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,EBIT,EBITDA,Reconciled Cost of Revenue,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Normalized EBITDA,Tax Rate for Calcs,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Working Capital,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,End Cash Position,Income Tax Paid Supplemental Data,Interest Paid Supplemental Data,Capital Expenditure,Issuance of Capital Stock,Issuance of Debt,Repayment of Debt,Repurchase of Capital Stock,Free Cash Flow,Ticker,Total Unusual Items Excluding Goodwill,Total Unusual Items,Tax Effect of Unusual Items,Earnings from Equity Interest Net of Tax,Average Dilution Earnings,Treasury Shares Number,Rent Expense Supplemental,Preferred Stock Equity,Preferred Shares Number,Credit Losses Provision,Non Interest Expense,Special Income Charges,Interest Income after Provision for Loan Loss,Total Money Market Investments,Cash Flow from Discontinued Operation
2021-12-31,4611856.0,2130712.0,2481144.0,2212501.0,268643.0,11863.0,2860086.0,3140592.0,225933.0,2914659.0,2917226.0,2.34,2.29,1246588.91,1273647.35,268643.0,4343213.0,2914659.0,260326.5,15356.0,1150.0,11863.0,3141742.0,3208050.0,2130712.0,66308.0,2914659.0,347964.0,0.0,13340172.0,2206831.0,11133341.0,12044304.0,11133341.0,262524.0,10638317.0,7836587.0,12044304.0,10638317.0,1173487.0,0.0,1258971.59,1258971.59,535711.0,-2379073.0,1649762.0,2502992.0,10466.0,1287.0,-50788.0,1541168.0,0.0,0.0,0.0,484923.0,SHOP,2860086.0,2860086.0,205753.5,0.0,2567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,2929491.0,1387971.0,1541520.0,1451367.0,90153.0,14349.0,135862.0,240364.0,-79145.0,319509.0,319509.0,0.27,0.26,1195697.05,1234632.74,90153.0,2839338.0,319509.0,220329.74,23434.0,8575.0,14349.0,248939.0,318999.0,1387971.0,70060.0,319509.0,183137.0,0.0,7762905.0,1362182.0,6400723.0,7158731.0,6400723.0,154887.0,5953182.0,6439424.0,7158731.0,5953182.0,912895.0,0.0,1225288.71,1225288.71,424958.0,-1931848.0,3557350.0,2703597.0,0.0,0.0,-41995.0,2578591.0,907950.0,0.0,0.0,382963.0,SHOP,135862.0,135862.0,36682.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688014.0,0.0,0.0,0.0,0.0,SHOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,34857000.0,8541000.0,26316000.0,20317000.0,5999000.0,0.0,-1049000.0,4950000.0,814000.0,4136000.0,4136000.0,4.25,4.2,974000.0,984000.0,5011000.0,28858000.0,4136000.0,5198600.0,0.0,0.0,0.0,5999000.0,9958000.0,8541000.0,3959000.0,4136000.0,11223000.0,0.0,99823000.0,40177000.0,59646000.0,68073000.0,59646000.0,3162000.0,5748000.0,2443000.0,69072000.0,5748000.0,12588000.0,954000.0,1035000.0,971000.0,10234000.0,-1327000.0,-7477000.0,8472000.0,1027000.0,254000.0,-736000.0,0.0,0.0,-1811000.0,-7620000.0,9498000.0,CRM,-1265000.0,-1265000.0,-202400.0,0.0,0.0,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-31,31352000.0,8360000.0,22992000.0,21134000.0,1858000.0,0.0,-1198000.0,660000.0,452000.0,208000.0,208000.0,0.21,0.21,992000.0,997000.0,1030000.0,29494000.0,208000.0,1050930.0,0.0,0.0,0.0,1858000.0,5644000.0,8360000.0,3786000.0,208000.0,6711000.0,0.0,98849000.0,40490000.0,58359000.0,67778000.0,58359000.0,3487000.0,2666000.0,504000.0,68960000.0,2666000.0,14088000.0,3585000.0,1009000.0,981000.0,7111000.0,-1989000.0,-3562000.0,7016000.0,510000.0,275000.0,-798000.0,0.0,0.0,-423000.0,-4000000.0,6313000.0,CRM,-1067000.0,-1067000.0,-224070.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,26492000.0,7026000.0,19466000.0,18918000.0,548000.0,0.0,984000.0,1532000.0,88000.0,1444000.0,1444000.0,1.51,1.48,955000.0,974000.0,548000.0,25944000.0,1444000.0,302561.36,0.0,0.0,0.0,548000.0,3846000.0,7026000.0,3298000.0,1444000.0,2635000.0,0.0,95209000.0,37078000.0,58131000.0,68723000.0,58131000.0,3389000.0,1216000.0,1062000.0,68727000.0,1216000.0,13985000.0,5132000.0,989000.0,989000.0,6000000.0,-14536000.0,7838000.0,5464000.0,196000.0,187000.0,-717000.0,0.0,7906000.0,-1357000.0,0.0,5283000.0,CRM,1211000.0,1211000.0,69561.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-29,21252000.0,5438000.0,15814000.0,15359000.0,455000.0,0.0,2106000.0,2561000.0,-1511000.0,4072000.0,4072000.0,4.48,4.38,908000.0,930000.0,455000.0,20797000.0,4072000.0,2487900.0,0.0,0.0,0.0,455000.0,3301000.0,5438000.0,2846000.0,4072000.0,1131000.0,0.0,66301000.0,24808000.0,41493000.0,44166000.0,41493000.0,3608000.0,11061000.0,4161000.0,44166000.0,11061000.0,6281000.0,0.0,919000.0,919000.0,4801000.0,-3971000.0,1194000.0,6195000.0,216000.0,96000.0,-710000.0,0.0,0.0,-127000.0,0.0,4091000.0,CRM,2170000.0,2170000.0,585900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,245122000.0,74114000.0,171008000.0,61575000.0,109433000.0,222000.0,-1868000.0,107787000.0,19651000.0,88136000.0,88136000.0,11.86,11.8,7431000.0,7469000.0,109433000.0,135689000.0,88136000.0,88585082.0,3157000.0,2935000.0,222000.0,110722000.0,133009000.0,74114000.0,22287000.0,88136000.0,133558000.0,0.0,512163000.0,243686000.0,268477000.0,311165000.0,268477000.0,15497000.0,121660000.0,34448000.0,320107000.0,121660000.0,67127000.0,33315000.0,7434000.0,7434000.0,118548000.0,-96970000.0,-37757000.0,18315000.0,0.0,0.0,-44477000.0,2002000.0,29645000.0,-29070000.0,-17254000.0,74071000.0,MSFT,-549000.0,-549000.0,-99918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-30,211915000.0,65863000.0,146052000.0,57529000.0,88523000.0,1026000.0,-238000.0,89311000.0,16950000.0,72361000.0,72361000.0,9.72,9.68,7446000.0,7472000.0,88523000.0,123392000.0,72361000.0,72373150.0,2994000.0,1968000.0,1026000.0,91279000.0,105140000.0,65863000.0,13861000.0,72361000.0,105155000.0,0.0,411976000.0,205753000.0,206223000.0,248213000.0,206223000.0,12728000.0,128971000.0,80108000.0,253460000.0,128971000.0,59965000.0,12533000.0,7432000.0,7432000.0,87582000.0,-22680000.0,-43935000.0,34704000.0,0.0,0.0,-28107000.0,1866000.0,0.0,-2750000.0,-22245000.0,59475000.0,MSFT,-15000.0,-15000.0,-2850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,198270000.0,62650000.0,135620000.0,52237000.0,83383000.0,31000.0,302000.0,83716000.0,10978000.0,72738000.0,72738000.0,9.7,9.65,7496000.0,7540000.0,83383000.0,114887000.0,72738000.0,72447754.0,2094000.0,2063000.0,31000.0,85779000.0,100239000.0,62650000.0,14460000.0,72738000.0,99905000.0,0.0,364840000.0,198298000.0,166542000.0,213574000.0,166542000.0,11489000.0,87720000.0,74602000.0,216323000.0,87720000.0,61270000.0,35850000.0,7464000.0,7464000.0,89035000.0,-30311000.0,-58876000.0,13931000.0,0.0,0.0,-23886000.0,1841000.0,0.0,-9023000.0,-32696000.0,65149000.0,MSFT,334000.0,334000.0,43754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,168088000.0,52232000.0,115856000.0,45940000.0,69916000.0,-215000.0,1401000.0,71102000.0,9831000.0,61271000.0,61271000.0,8.12,8.05,7547000.0,7608000.0,69916000.0,98172000.0,61271000.0,60148160.8,2131000.0,2346000.0,-215000.0,73448000.0,85134000.0,52232000.0,11686000.0,61271000.0,83831000.0,0.0,333779000.0,191791000.0,141988000.0,192062000.0,141988000.0,9629000.0,84477000.0,95749000.0,200134000.0,84477000.0,67775000.0,43922000.0,7519000.0,7519000.0,76740000.0,-27577000.0,-48486000.0,14224000.0,0.0,0.0,-20622000.0,1693000.0,0.0,-3750000.0,-27385000.0,56118000.0,MSFT,1303000.0,1303000.0,180160.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSFT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,4527224.0,1077801.0,3449423.0,2924144.0,525279.0,0.0,307033.0,832312.0,194850.0,637462.0,637462.0,2.12,2.07,300748.16,308519.9,525279.0,4001945.0,637462.0,553378.18,0.0,0.0,0.0,525279.0,629730.0,1077801.0,104451.0,637462.0,519960.0,0.0,9929793.0,1910387.0,8019406.0,8019406.0,8019406.0,72953.0,7639937.0,6164032.0,8019406.0,7639937.0,72953.0,0.0,307558.35,307558.35,1598836.0,-1183689.0,60186.0,1565380.0,348129.0,0.0,-126953.0,0.0,0.0,0.0,0.0,1471883.0,ZM,109770.0,109770.0,25686.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-31,4392960.0,1100451.0,3292509.0,3047080.0,245429.0,0.0,3847.0,249276.0,145565.0,103704.0,103704.0,0.35,0.34,296560.5,304231.35,245429.0,4147531.0,103711.0,133392.09,0.0,0.0,0.0,245429.0,327750.0,1100451.0,82321.0,103711.0,365321.0,0.0,8128065.0,1921458.0,6206607.0,6206607.0,6206607.0,96477.0,6027307.0,4617768.0,6206607.0,6027307.0,96477.0,0.0,293822.85,293822.85,1290262.0,-318322.0,-936942.0,1100243.0,309084.0,0.0,-115094.0,0.0,0.0,0.0,-1000003.0,1175168.0,ZM,-37571.0,-37571.0,-7889.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,4099864.0,1054554.0,3045310.0,1981719.0,1063591.0,0.0,38041.0,1101632.0,-274007.0,1375057.0,1375057.0,4.64,4.5,296334.89,305826.51,1063591.0,3036273.0,1375639.0,1341067.81,0.0,0.0,0.0,1063591.0,1111779.0,1054554.0,48188.0,1375639.0,1068018.0,0.0,7551318.0,1771300.0,5780018.0,5780018.0,5780018.0,105715.0,5728419.0,4604116.0,5780018.0,5728419.0,105715.0,0.0,299037.81,299037.81,1605266.0,-2859097.0,34068.0,1073353.0,38979.0,0.0,-145608.0,0.0,0.0,0.0,0.0,1459658.0,ZM,43761.0,43761.0,9189.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-29,2651368.0,821989.0,1829379.0,1169531.0,659848.0,18186.0,18186.0,678034.0,5718.0,671527.0,671527.0,2.37,2.25,283853.65,298127.67,659848.0,1991520.0,672316.0,669798.3,18186.0,0.0,18186.0,659848.0,688705.0,821989.0,28857.0,672316.0,686167.0,0.0,5297993.0,1437226.0,3860767.0,3860767.0,3860767.0,106016.0,3836427.0,3532899.0,3860767.0,3836427.0,106016.0,0.0,293549.22,293549.22,1471177.0,-1562420.0,2050277.0,2293116.0,3181.0,0.0,-85815.0,1979206.0,0.0,0.0,0.0,1385362.0,ZM,2538.0,2538.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,13666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13666.0,0.0,13666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542492.0,0.0,0.0,0.0,0.0,ZM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,37281000.0,22457000.0,14824000.0,13714000.0,1110000.0,-149000.0,1360000.0,2321000.0,213000.0,1887000.0,1827000.0,0.93,0.87,2035651.0,2091782.0,1110000.0,36171000.0,1887000.0,472336.0,484000.0,633000.0,-149000.0,2954000.0,3777000.0,22457000.0,823000.0,1887000.0,2219000.0,0.0,38699000.0,26017000.0,12682000.0,20708000.0,11249000.0,1740000.0,1673000.0,1843000.0,20708000.0,1673000.0,11199000.0,4779000.0,2071144.0,2071144.0,3585000.0,-3226000.0,-95000.0,7004000.0,234000.0,629000.0,-223000.0,0.0,2824000.0,-2871000.0,0.0,3362000.0,UBER,1558000.0,1558000.0,143336.0,48000.0,-60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,31877000.0,19659000.0,12218000.0,14050000.0,-1832000.0,-426000.0,-7168000.0,-9426000.0,-181000.0,-9141000.0,-9182000.0,-4.64,-4.65,1972131.0,1974928.0,-1832000.0,33709000.0,-9141000.0,-2108211.0,139000.0,565000.0,-426000.0,-8861000.0,-7914000.0,19659000.0,947000.0,-9141000.0,-745000.0,0.0,32109000.0,23605000.0,8504000.0,16605000.0,7340000.0,1874000.0,-2797000.0,396000.0,16605000.0,-2797000.0,11139000.0,5057000.0,2005486.0,2005486.0,642000.0,-1637000.0,15000.0,6677000.0,175000.0,513000.0,-252000.0,255000.0,0.0,-264000.0,0.0,390000.0,UBER,-7169000.0,-7169000.0,-136211.0,107000.0,-41000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,17455000.0,9351000.0,8104000.0,11938000.0,-3834000.0,-446000.0,3255000.0,-1025000.0,-492000.0,-496000.0,-540000.0,-0.26,-0.29,1892546.0,1895519.0,-3834000.0,21289000.0,-496000.0,-2811560.0,37000.0,483000.0,-446000.0,-542000.0,360000.0,9351000.0,902000.0,-496000.0,-2812000.0,0.0,38774000.0,23425000.0,15349000.0,23734000.0,14458000.0,1829000.0,3626000.0,-205000.0,23734000.0,3626000.0,11105000.0,4981000.0,1949316.0,1949316.0,-445000.0,-1201000.0,1780000.0,7805000.0,87000.0,449000.0,-298000.0,675000.0,1766000.0,-842000.0,0.0,-743000.0,UBER,3172000.0,3172000.0,856440.0,-37000.0,-44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,11139000.0,5154000.0,5985000.0,10848000.0,-4863000.0,-403000.0,-1680000.0,-6946000.0,-192000.0,-6768000.0,-6768000.0,-3.86,-3.86,1752960.0,1752960.0,-4863000.0,16002000.0,-6768000.0,-5077692.0,55000.0,458000.0,-403000.0,-6488000.0,-5913000.0,5154000.0,575000.0,-6768000.0,-4174000.0,0.0,33252000.0,19498000.0,13754000.0,19826000.0,12266000.0,1719000.0,4593000.0,3017000.0,20174000.0,4593000.0,9627000.0,2261000.0,1716681.0,1716681.0,-2745000.0,-2869000.0,1379000.0,7391000.0,82000.0,412000.0,-616000.0,247000.0,2628000.0,-1642000.0,0.0,-3361000.0,UBER,-1739000.0,-1739000.0,-48692.0,-34000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74000.0,0.0,UBER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30,19409000.0,2354000.0,17055000.0,10405000.0,6650000.0,156000.0,-7000.0,6799000.0,1371000.0,5428000.0,5428000.0,11.87,11.82,457000.0,459000.0,6650000.0,12759000.0,5428000.0,5434400.0,269000.0,113000.0,156000.0,6912000.0,7784000.0,1650000.0,872000.0,5428000.0,7792000.0,0.0,29779000.0,13261000.0,16518000.0,20152000.0,16518000.0,446000.0,2625000.0,2833000.0,20152000.0,2625000.0,4080000.0,0.0,601000.0,455000.0,7302000.0,776000.0,-5182000.0,7141000.0,1854000.0,106000.0,-360000.0,314000.0,0.0,-500000.0,-4400000.0,6942000.0,ADBE,-8000.0,-8000.0,-1600.0,0.0,0.0,146000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-30,17606000.0,2165000.0,15441000.0,9343000.0,6098000.0,-51000.0,-39000.0,6008000.0,1252000.0,4756000.0,4756000.0,10.13,10.1,470000.0,471000.0,6098000.0,11508000.0,4756000.0,4787600.0,61000.0,112000.0,-51000.0,6120000.0,6976000.0,1478000.0,856000.0,4756000.0,7016000.0,0.0,27165000.0,13114000.0,14051000.0,17680000.0,14051000.0,504000.0,-185000.0,868000.0,18180000.0,-185000.0,4633000.0,0.0,601000.0,462000.0,7838000.0,-570000.0,-6825000.0,4236000.0,778000.0,103000.0,-442000.0,278000.0,0.0,0.0,-6550000.0,7396000.0,ADBE,-40000.0,-40000.0,-8400.0,0.0,0.0,139000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-30,15785000.0,1865000.0,13920000.0,8118000.0,5802000.0,-96000.0,-1000.0,5705000.0,883000.0,4822000.0,4822000.0,10.1,10.02,477000.0,481000.0,5802000.0,9983000.0,4822000.0,4822850.0,17000.0,113000.0,-96000.0,5818000.0,6606000.0,1249000.0,788000.0,4822000.0,6607000.0,0.0,27241000.0,12444000.0,14797000.0,18920000.0,14797000.0,550000.0,309000.0,1737000.0,18920000.0,309000.0,4673000.0,279000.0,601000.0,475000.0,7230000.0,-3537000.0,-4301000.0,3844000.0,843000.0,100000.0,-348000.0,291000.0,0.0,0.0,-3950000.0,6882000.0,ADBE,-1000.0,-1000.0,-150.0,0.0,0.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,12868000.0,1722000.0,11146000.0,6909000.0,4237000.0,-73000.0,12000.0,4176000.0,-1084000.0,5260000.0,5260000.0,10.94,10.83,481000.0,485000.0,4237000.0,8631000.0,5260000.0,5251970.0,43000.0,116000.0,-73000.0,4292000.0,5049000.0,1127000.0,757000.0,5260000.0,5038000.0,0.0,24284000.0,11020000.0,13264000.0,17381000.0,13264000.0,591000.0,1163000.0,2634000.0,17381000.0,1163000.0,4708000.0,0.0,601000.0,479000.0,5727000.0,-414000.0,-3488000.0,4478000.0,469000.0,88000.0,-419000.0,270000.0,3144000.0,-3150000.0,-3050000.0,5308000.0,ADBE,11000.0,11000.0,2970.0,0.0,0.0,122000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,2501600.0,478500.0,2023100.0,1639600.0,383500.0,19400.0,151500.0,554400.0,100800.0,453600.0,453600.0,1.33,1.31,341200.0,345600.0,538700.0,2118100.0,453600.0,326618.18,0.0,0.0,19400.0,383500.0,553500.0,478500.0,170000.0,453600.0,398300.0,0.0,2983500.0,3149300.0,-165800.0,1212000.0,-165800.0,652800.0,-626100.0,315100.0,1212000.0,-626100.0,2030600.0,762900.0,336700.0,336700.0,783700.0,395200.0,-799200.0,614900.0,68200.0,10500.0,-24600.0,2500.0,0.0,-126600.0,-539900.0,759100.0,DBX,155200.0,155200.0,28218.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,2324900.0,444200.0,1880700.0,1524200.0,356500.0,3300.0,-167100.0,192700.0,-360500.0,553200.0,553200.0,1.53,1.52,361200.0,363300.0,181300.0,1968400.0,553200.0,691608.0,0.0,0.0,3300.0,356500.0,513600.0,444200.0,157100.0,553200.0,688800.0,0.0,3110100.0,3419500.0,-309400.0,1064600.0,-309400.0,920600.0,-801000.0,293300.0,1064600.0,-801000.0,2294600.0,1141200.0,349400.0,349400.0,797300.0,-48500.0,-1041800.0,232800.0,27600.0,8200.0,-34900.0,500.0,0.0,-127500.0,-795400.0,762400.0,DBX,-175200.0,-175200.0,-36792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,2157900.0,444200.0,1713700.0,1408000.0,305700.0,-5200.0,-1200.0,299300.0,-36500.0,335800.0,335800.0,0.87,0.85,388000.0,395800.0,274400.0,1852200.0,335800.0,358649.0,0.0,0.0,-5200.0,305700.0,457100.0,444200.0,151400.0,335800.0,488400.0,0.0,3091300.0,3385200.0,-293900.0,1076400.0,-293900.0,998400.0,-704100.0,674000.0,1076400.0,-704100.0,2368700.0,837300.0,375500.0,375500.0,729800.0,-524800.0,16200.0,533000.0,4200.0,8500.0,-28900.0,6900.0,1389100.0,-375700.0,-1058500.0,700900.0,DBX,-31300.0,-31300.0,-8451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,1913900.0,414600.0,1499300.0,1378100.0,121200.0,1700.0,-373100.0,-250200.0,6100.0,-256300.0,-256300.0,-0.62,-0.62,414300.0,414300.0,-277000.0,1792700.0,-256300.0,34386.0,0.0,0.0,1700.0,121200.0,280500.0,414600.0,159300.0,-256300.0,678700.0,0.0,2387200.0,2053400.0,333800.0,333800.0,333800.0,1119500.0,63400.0,139700.0,333800.0,63400.0,1119500.0,0.0,405800.0,405800.0,570800.0,-233600.0,-577700.0,314900.0,5000.0,9600.0,-80300.0,2300.0,0.0,-89500.0,-397500.0,490500.0,DBX,-398200.0,-398200.0,-107514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-31,52961000.0,15143000.0,37818000.0,21747000.0,16071000.0,-3063000.0,-1267000.0,11741000.0,1274000.0,10467000.0,10467000.0,3.82,3.71,2744000.0,2823000.0,15353000.0,36890000.0,10467000.0,11579859.0,451000.0,3514000.0,-3063000.0,15255000.0,21394000.0,12014000.0,6139000.0,10467000.0,22643000.0,0.0,140976000.0,131737000.0,9239000.0,84968000.0,8704000.0,0.0,-60416000.0,-8990000.0,95573000.0,-60416000.0,86869000.0,76415000.0,2755000.0,2755000.0,18673000.0,-7360000.0,-10554000.0,10454000.0,3560000.0,3655000.0,-6866000.0,742000.0,0.0,-3500000.0,-3242000.0,11807000.0,ORCL,-1249000.0,-1249000.0,-136141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-31,49954000.0,13564000.0,36390000.0,22617000.0,13773000.0,-3220000.0,-1427000.0,9126000.0,623000.0,8503000.0,8503000.0,3.15,3.07,2696000.0,2766000.0,13093000.0,36181000.0,8503000.0,9673592.0,285000.0,3505000.0,-3220000.0,12631000.0,18739000.0,11038000.0,6108000.0,8503000.0,19995000.0,0.0,134384000.0,132828000.0,1556000.0,87493000.0,1073000.0,0.0,-71025000.0,-2086000.0,91554000.0,-71025000.0,90481000.0,80716000.0,2713000.0,2713000.0,17165000.0,-36484000.0,7910000.0,9765000.0,3009000.0,3250000.0,-8695000.0,1192000.0,33494000.0,-21050000.0,-2503000.0,8470000.0,ORCL,-1256000.0,-1256000.0,-85408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,42440000.0,8877000.0,33563000.0,17733000.0,15830000.0,-2661000.0,-5520000.0,7649000.0,932000.0,6717000.0,6717000.0,2.49,2.41,2700000.0,2786000.0,10926000.0,26610000.0,6717000.0,11326500.0,94000.0,2755000.0,-2661000.0,10404000.0,13526000.0,6905000.0,3122000.0,6717000.0,18776000.0,0.0,109297000.0,115065000.0,-5768000.0,65913000.0,-6220000.0,0.0,-51471000.0,12122000.0,69662000.0,-51471000.0,75882000.0,54499000.0,2665000.0,2665000.0,9539000.0,11220000.0,-29126000.0,21383000.0,2567000.0,2735000.0,-4511000.0,482000.0,0.0,-8250000.0,-17341000.0,5028000.0,ORCL,-5250000.0,-5250000.0,-640500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
