Date,Price,Ticker
2023-06-07,355.09,LULU
2023-06-08,354.02,LULU
2023-06-09,355.49,LULU
2023-06-12,362.18,LULU
2023-06-13,370.25,LULU
2023-06-14,370.0,LULU
2023-06-15,377.21,LULU
2023-06-16,386.87,LULU
2023-06-20,383.0,LULU
2023-06-21,384.03,LULU
2023-06-22,376.43,LULU
2023-06-23,374.1,LULU
2023-06-26,377.31,LULU
2023-06-27,375.29,LULU
2023-06-28,377.06,LULU
2023-06-29,378.02,LULU
2023-06-30,375.37,LULU
2023-07-03,379.9,LULU
2023-07-05,376.33,LULU
2023-07-06,370.0,LULU
2023-07-07,366.0,LULU
2023-07-10,364.72,LULU
2023-07-11,371.44,LULU
2023-07-12,383.6,LULU
2023-07-13,386.99,LULU
2023-07-14,379.73,LULU
2023-07-17,379.07,LULU
2023-07-18,384.38,LULU
2023-07-19,385.0,LULU
2023-07-20,386.58,LULU
2023-07-21,384.62,LULU
2023-07-24,382.43,LULU
2023-07-25,380.0,LULU
2023-07-26,380.93,LULU
2023-07-27,381.42,LULU
2023-07-28,375.87,LULU
2023-07-31,377.96,LULU
2023-08-01,376.99,LULU
2023-08-02,377.46,LULU
2023-08-03,375.76,LULU
2023-08-04,385.41,LULU
2023-08-07,380.95,LULU
2023-08-08,378.64,LULU
2023-08-09,382.0,LULU
2023-08-10,385.88,LULU
2023-08-11,382.98,LULU
2023-08-14,380.0,LULU
2023-08-15,383.0,LULU
2023-08-16,384.78,LULU
2023-08-17,383.85,LULU
2023-08-18,372.59,LULU
2023-08-21,382.95,LULU
2023-08-22,380.6,LULU
2023-08-23,374.96,LULU
2023-08-24,379.41,LULU
2023-08-25,362.06,LULU
2023-08-28,367.09,LULU
2023-08-29,365.01,LULU
2023-08-30,378.87,LULU
2023-08-31,379.27,LULU
2023-09-01,393.0,LULU
2023-09-05,400.0,LULU
2023-09-06,400.71,LULU
2023-09-07,397.52,LULU
2023-09-08,401.05,LULU
2023-09-11,396.36,LULU
2023-09-12,396.27,LULU
2023-09-13,386.67,LULU
2023-09-14,394.18,LULU
2023-09-15,388.9,LULU
2023-09-18,391.7,LULU
2023-09-19,382.65,LULU
2023-09-20,389.15,LULU
2023-09-21,387.44,LULU
2023-09-22,387.5,LULU
2023-09-25,386.02,LULU
2023-09-26,380.63,LULU
2023-09-27,382.21,LULU
2023-09-28,381.55,LULU
2023-09-29,387.35,LULU
2023-10-02,384.6,LULU
2023-10-03,378.84,LULU
2023-10-04,367.76,LULU
2023-10-05,367.5,LULU
2023-10-06,360.0,LULU
2023-10-09,366.9,LULU
2023-10-10,372.64,LULU
2023-10-11,374.0,LULU
2023-10-12,374.9,LULU
2023-10-13,375.0,LULU
2023-10-16,402.24,LULU
2023-10-17,415.0,LULU
2023-10-18,412.02,LULU
2023-10-19,407.01,LULU
2023-10-20,397.43,LULU
2023-10-23,394.92,LULU
2023-10-24,405.61,LULU
2023-10-25,401.0,LULU
2023-10-26,393.18,LULU
2023-10-27,390.0,LULU
2023-10-30,388.44,LULU
2023-10-31,391.75,LULU
2023-11-01,393.31,LULU
2023-11-02,398.91,LULU
2023-11-03,408.78,LULU
2023-11-06,411.5,LULU
2023-11-07,409.9,LULU
2023-11-08,415.0,LULU
2023-11-09,410.75,LULU
2023-11-10,407.51,LULU
2023-11-13,410.48,LULU
2023-11-14,422.66,LULU
2023-11-15,433.09,LULU
2023-11-16,430.67,LULU
2023-11-17,425.22,LULU
2023-11-20,423.89,LULU
2023-11-21,426.65,LULU
2023-11-22,430.82,LULU
2023-11-24,428.3,LULU
2023-11-27,430.05,LULU
2023-11-28,435.57,LULU
2023-11-29,429.2,LULU
2023-11-30,439.77,LULU
2023-12-01,447.6,LULU
2023-12-04,459.2,LULU
2023-12-05,454.76,LULU
2023-12-06,459.28,LULU
2023-12-07,460.67,LULU
2023-12-08,455.88,LULU
2023-12-11,493.95,LULU
2023-12-12,503.0,LULU
2023-12-13,502.83,LULU
2023-12-14,505.06,LULU
2023-12-15,486.46,LULU
2023-12-18,490.01,LULU
2023-12-19,503.58,LULU
2023-12-20,504.51,LULU
2023-12-21,507.86,LULU
2023-12-22,502.6,LULU
2023-12-26,513.24,LULU
2023-12-27,506.0,LULU
2023-12-28,510.46,LULU
2023-12-29,509.87,LULU
2024-01-02,508.57,LULU
2024-01-03,501.89,LULU
2024-01-04,496.9,LULU
2024-01-05,495.92,LULU
2024-01-08,488.47,LULU
2024-01-09,488.93,LULU
2024-01-10,488.0,LULU
2024-01-11,483.39,LULU
2024-01-12,488.08,LULU
2024-01-16,478.05,LULU
2024-01-17,469.18,LULU
2024-01-18,472.19,LULU
2024-01-19,477.76,LULU
2024-01-22,483.0,LULU
2024-01-23,480.22,LULU
2024-01-24,477.0,LULU
2024-01-25,475.22,LULU
2024-01-26,475.0,LULU
2024-01-29,478.03,LULU
2024-01-30,481.99,LULU
2024-01-31,472.02,LULU
2024-02-01,454.9,LULU
2024-02-02,458.5,LULU
2024-02-05,458.41,LULU
2024-02-06,457.31,LULU
2024-02-07,459.04,LULU
2024-02-08,463.27,LULU
2024-02-09,466.61,LULU
2024-02-12,473.28,LULU
2024-02-13,457.56,LULU
2024-02-14,460.44,LULU
2024-02-15,461.32,LULU
2024-02-16,457.12,LULU
2024-02-20,445.77,LULU
2024-02-21,447.28,LULU
2024-02-22,448.1,LULU
2024-02-23,458.5,LULU
2024-02-26,461.06,LULU
2024-02-27,471.09,LULU
2024-02-28,466.5,LULU
2024-02-29,466.03,LULU
2024-03-01,461.44,LULU
2024-03-04,458.63,LULU
2024-03-05,448.81,LULU
2024-03-06,451.99,LULU
2024-03-07,449.03,LULU
2024-03-08,461.27,LULU
2024-03-11,461.53,LULU
2024-03-12,459.48,LULU
2024-03-13,467.93,LULU
2024-03-14,472.06,LULU
2024-03-15,467.12,LULU
2024-03-18,465.92,LULU
2024-03-19,457.69,LULU
2024-03-20,467.34,LULU
2024-03-21,472.0,LULU
2024-03-22,416.25,LULU
2024-03-25,405.09,LULU
2024-03-26,393.59,LULU
2024-03-27,387.08,LULU
2024-03-28,390.5,LULU
2024-04-01,393.55,LULU
2024-04-02,380.0,LULU
2024-04-03,378.68,LULU
2024-04-04,373.0,LULU
2024-04-05,357.9,LULU
2024-04-08,358.61,LULU
2024-04-09,360.1,LULU
2024-04-10,352.8,LULU
2024-04-11,350.59,LULU
2024-04-12,345.47,LULU
2024-04-15,340.99,LULU
2024-04-16,334.03,LULU
2024-04-17,342.0,LULU
2024-04-18,346.5,LULU
2024-04-19,346.96,LULU
2024-04-22,354.68,LULU
2024-04-23,362.17,LULU
2024-04-24,368.36,LULU
2024-04-25,363.19,LULU
2024-04-26,359.43,LULU
2024-04-29,357.89,LULU
2024-04-30,362.59,LULU
2024-05-01,358.05,LULU
2024-05-02,356.34,LULU
2024-05-03,355.2,LULU
2024-05-06,357.0,LULU
2024-05-07,350.98,LULU
2024-05-08,347.21,LULU
2024-05-09,346.97,LULU
2024-05-10,352.9,LULU
2024-05-13,354.37,LULU
2024-05-14,349.04,LULU
2024-05-15,354.5,LULU
2024-05-16,347.68,LULU
2024-05-17,338.75,LULU
2024-05-20,334.21,LULU
2024-05-21,327.35,LULU
2024-05-22,306.91,LULU
2024-05-23,299.65,LULU
2024-05-24,301.53,LULU
2024-05-28,304.0,LULU
2024-05-29,294.0,LULU
2024-05-30,299.84,LULU
2024-05-31,307.91,LULU
2024-06-03,311.26,LULU
2024-06-04,303.9,LULU
2024-06-05,308.76,LULU
2024-06-06,337.01,LULU
2024-06-07,321.19,LULU
2024-06-10,314.66,LULU
2024-06-11,315.39,LULU
2024-06-12,321.89,LULU
2024-06-13,306.88,LULU
2024-06-14,305.12,LULU
2024-06-17,304.28,LULU
2024-06-18,312.12,LULU
2024-06-20,314.38,LULU
2024-06-21,311.27,LULU
2024-06-24,312.29,LULU
2024-06-25,312.34,LULU
2024-06-26,308.78,LULU
2024-06-27,304.16,LULU
2024-06-28,302.0,LULU
2024-07-01,300.73,LULU
2024-07-02,300.45,LULU
2024-07-03,301.67,LULU
2024-07-05,303.14,LULU
2024-07-08,300.42,LULU
2024-07-09,293.7,LULU
2024-07-10,288.79,LULU
2024-07-11,289.4,LULU
2024-07-12,292.81,LULU
2024-07-15,289.5,LULU
2024-07-16,284.66,LULU
2024-07-17,289.96,LULU
2024-07-18,293.69,LULU
2024-07-19,286.94,LULU
2024-07-22,281.8,LULU
2024-07-23,285.2,LULU
2024-07-24,280.57,LULU
2024-07-25,260.98,LULU
2024-07-26,250.0,LULU
2024-07-29,256.39,LULU
2024-07-30,258.3,LULU
2024-07-31,256.0,LULU
2024-08-01,258.67,LULU
2024-08-02,240.0,LULU
2024-08-05,228.08,LULU
2024-08-06,235.0,LULU
2024-08-07,239.96,LULU
2024-08-08,238.14,LULU
2024-08-09,240.75,LULU
2024-08-12,239.93,LULU
2024-08-13,241.34,LULU
2024-08-14,243.0,LULU
2024-08-15,250.82,LULU
2024-08-16,258.2,LULU
2020-09-30,48.12,MBUU
2020-10-01,49.0,MBUU
2020-10-02,50.39,MBUU
2020-10-05,54.0,MBUU
2020-10-06,56.55,MBUU
2020-10-07,57.08,MBUU
2020-10-08,57.4,MBUU
2020-10-09,56.33,MBUU
2020-10-12,56.99,MBUU
2020-10-13,55.1,MBUU
2020-10-14,55.97,MBUU
2020-10-15,55.09,MBUU
2020-10-16,56.02,MBUU
2020-10-19,56.67,MBUU
2020-10-20,54.74,MBUU
2020-10-21,55.75,MBUU
2020-10-22,53.93,MBUU
2020-10-23,53.97,MBUU
2020-10-26,52.26,MBUU
2020-10-27,50.43,MBUU
2020-10-28,51.63,MBUU
2020-10-29,54.61,MBUU
2020-10-30,52.52,MBUU
2020-11-02,51.34,MBUU
2020-11-03,52.31,MBUU
2020-11-04,53.78,MBUU
2020-11-05,55.15,MBUU
2020-11-06,58.19,MBUU
2020-11-09,56.4,MBUU
2020-11-10,52.04,MBUU
2020-11-11,52.12,MBUU
2020-11-12,54.14,MBUU
2020-11-13,54.14,MBUU
2020-11-16,55.88,MBUU
2020-11-17,56.92,MBUU
2020-11-18,58.55,MBUU
2020-11-19,57.67,MBUU
2020-11-20,55.95,MBUU
2020-11-23,58.39,MBUU
2020-11-24,61.66,MBUU
2020-11-25,57.9,MBUU
2020-11-27,58.07,MBUU
2020-11-30,59.41,MBUU
2020-12-01,57.88,MBUU
2020-12-02,58.09,MBUU
2020-12-03,58.53,MBUU
2020-12-04,58.49,MBUU
2020-12-07,59.51,MBUU
2020-12-08,59.29,MBUU
2020-12-09,60.37,MBUU
2020-12-10,58.82,MBUU
2020-12-11,59.7,MBUU
2020-12-14,59.88,MBUU
2020-12-15,64.77,MBUU
2020-12-16,65.5,MBUU
2020-12-17,65.02,MBUU
2020-12-18,66.26,MBUU
2020-12-21,63.53,MBUU
2020-12-22,65.92,MBUU
2020-12-23,68.31,MBUU
2020-12-24,68.0,MBUU
2020-12-28,68.62,MBUU
2020-12-29,65.68,MBUU
2020-12-30,62.75,MBUU
2020-12-31,63.58,MBUU
2021-01-04,63.77,MBUU
2021-01-05,61.9,MBUU
2021-01-06,66.15,MBUU
2021-01-07,64.4,MBUU
2021-01-08,64.73,MBUU
2021-01-11,62.6,MBUU
2021-01-12,66.49,MBUU
2021-01-13,74.07,MBUU
2021-01-14,74.1,MBUU
2021-01-15,71.25,MBUU
2021-01-19,74.44,MBUU
2021-01-20,75.16,MBUU
2021-01-21,76.18,MBUU
2021-01-22,75.04,MBUU
2021-01-25,76.08,MBUU
2021-01-26,76.01,MBUU
2021-01-27,75.84,MBUU
2021-01-28,72.85,MBUU
2021-01-29,71.89,MBUU
2021-02-01,72.15,MBUU
2021-02-02,72.05,MBUU
2021-02-03,72.83,MBUU
2021-02-04,74.16,MBUU
2021-02-05,75.54,MBUU
2021-02-08,76.66,MBUU
2021-02-09,80.2,MBUU
2021-02-10,77.3,MBUU
2021-02-11,79.83,MBUU
2021-02-12,76.78,MBUU
2021-02-16,77.0,MBUU
2021-02-17,75.65,MBUU
2021-02-18,76.41,MBUU
2021-02-19,76.9,MBUU
2021-02-22,76.52,MBUU
2021-02-23,76.97,MBUU
2021-02-24,81.02,MBUU
2021-02-25,80.61,MBUU
2021-02-26,78.06,MBUU
2021-03-01,76.47,MBUU
2021-03-02,79.65,MBUU
2021-03-03,79.53,MBUU
2021-03-04,79.2,MBUU
2021-03-05,79.06,MBUU
2021-03-08,81.17,MBUU
2021-03-09,85.29,MBUU
2021-03-10,85.91,MBUU
2021-03-11,87.3,MBUU
2021-03-12,88.08,MBUU
2021-03-15,90.0,MBUU
2021-03-16,92.08,MBUU
2021-03-17,91.65,MBUU
2021-03-18,88.03,MBUU
2021-03-19,85.93,MBUU
2021-03-22,88.36,MBUU
2021-03-23,84.39,MBUU
2021-03-24,80.92,MBUU
2021-03-25,76.0,MBUU
2021-03-26,80.66,MBUU
2021-03-29,80.12,MBUU
2021-03-30,77.46,MBUU
2021-03-31,79.89,MBUU
2021-04-01,80.5,MBUU
2021-04-05,82.66,MBUU
2021-04-06,83.33,MBUU
2021-04-07,82.74,MBUU
2021-04-08,82.54,MBUU
2021-04-09,82.64,MBUU
2021-04-12,83.8,MBUU
2021-04-13,85.5,MBUU
2021-04-14,84.0,MBUU
2021-04-15,84.9,MBUU
2021-04-16,83.88,MBUU
2021-04-19,84.36,MBUU
2021-04-20,83.93,MBUU
2021-04-21,79.5,MBUU
2021-04-22,81.41,MBUU
2021-04-23,84.56,MBUU
2021-04-26,86.91,MBUU
2021-04-27,87.6,MBUU
2021-04-28,87.2,MBUU
2021-04-29,84.9,MBUU
2021-04-30,82.65,MBUU
2021-05-03,84.05,MBUU
2021-05-04,84.06,MBUU
2021-05-05,88.99,MBUU
2021-05-06,82.5,MBUU
2021-05-07,83.04,MBUU
2021-05-10,84.86,MBUU
2021-05-11,80.01,MBUU
2021-05-12,83.14,MBUU
2021-05-13,78.8,MBUU
2021-05-14,85.01,MBUU
2021-05-17,84.5,MBUU
2021-05-18,84.15,MBUU
2021-05-19,81.5,MBUU
2021-05-20,82.15,MBUU
2021-05-21,81.26,MBUU
2021-05-24,79.29,MBUU
2021-05-25,77.42,MBUU
2021-05-26,75.0,MBUU
2021-05-27,77.0,MBUU
2021-05-28,77.43,MBUU
2021-06-01,79.33,MBUU
2021-06-02,79.98,MBUU
2021-06-03,78.15,MBUU
2021-06-04,77.25,MBUU
2021-06-07,76.21,MBUU
2021-06-08,77.05,MBUU
2021-06-09,76.67,MBUU
2021-06-10,75.86,MBUU
2021-06-11,72.79,MBUU
2021-06-14,73.39,MBUU
2021-06-15,72.04,MBUU
2021-06-16,70.99,MBUU
2021-06-17,70.02,MBUU
2021-06-18,69.7,MBUU
2021-06-21,72.99,MBUU
2021-06-22,73.88,MBUU
2021-06-23,75.0,MBUU
2021-06-24,75.32,MBUU
2021-06-25,75.61,MBUU
2021-06-28,74.63,MBUU
2021-06-29,73.43,MBUU
2021-06-30,72.19,MBUU
2021-07-01,73.92,MBUU
2021-07-02,74.27,MBUU
2021-07-06,72.0,MBUU
2021-07-07,70.28,MBUU
2021-07-08,68.0,MBUU
2021-07-09,69.97,MBUU
2021-07-12,72.65,MBUU
2021-07-13,74.5,MBUU
2021-07-14,75.23,MBUU
2021-07-15,75.89,MBUU
2021-07-16,75.96,MBUU
2021-07-19,73.6,MBUU
2021-07-20,75.0,MBUU
2021-07-21,79.2,MBUU
2021-07-22,78.83,MBUU
2021-07-23,78.93,MBUU
2021-07-26,80.01,MBUU
2021-07-27,78.62,MBUU
2021-07-28,79.0,MBUU
2021-07-29,79.97,MBUU
2021-07-30,80.91,MBUU
2021-08-02,84.29,MBUU
2021-08-03,84.33,MBUU
2021-08-04,83.17,MBUU
2021-08-05,84.94,MBUU
2021-08-06,84.44,MBUU
2021-08-09,84.07,MBUU
2021-08-10,81.63,MBUU
2021-08-11,84.72,MBUU
2021-08-12,84.65,MBUU
2021-08-13,82.73,MBUU
2021-08-16,81.42,MBUU
2021-08-17,81.08,MBUU
2021-08-18,77.93,MBUU
2021-08-19,72.5,MBUU
2021-08-20,73.08,MBUU
2021-08-23,75.49,MBUU
2021-08-24,76.87,MBUU
2021-08-25,80.51,MBUU
2021-08-26,80.0,MBUU
2021-08-27,76.11,MBUU
2021-08-30,75.1,MBUU
2021-08-31,75.04,MBUU
2021-09-01,71.8,MBUU
2021-09-02,72.98,MBUU
2021-09-03,71.11,MBUU
2021-09-07,70.61,MBUU
2021-09-08,69.42,MBUU
2021-09-09,68.56,MBUU
2021-09-10,69.99,MBUU
2021-09-13,69.48,MBUU
2021-09-14,70.07,MBUU
2021-09-15,67.97,MBUU
2021-09-16,68.78,MBUU
2021-09-17,67.32,MBUU
2021-09-20,66.63,MBUU
2021-09-21,67.42,MBUU
2021-09-22,67.0,MBUU
2021-09-23,68.06,MBUU
2021-09-24,69.02,MBUU
2021-09-27,70.1,MBUU
2021-09-28,70.33,MBUU
2021-09-29,71.65,MBUU
2021-09-30,71.45,MBUU
2021-10-01,69.91,MBUU
2021-10-04,72.62,MBUU
2021-10-05,71.78,MBUU
2021-10-06,71.09,MBUU
2021-10-07,72.63,MBUU
2021-10-08,72.21,MBUU
2021-10-11,71.44,MBUU
2021-10-12,69.32,MBUU
2021-10-13,69.36,MBUU
2021-10-14,70.11,MBUU
2021-10-15,71.37,MBUU
2021-10-18,69.34,MBUU
2021-10-19,71.18,MBUU
2021-10-20,68.97,MBUU
2021-10-21,67.68,MBUU
2021-10-22,69.25,MBUU
2021-10-25,69.87,MBUU
2021-10-26,70.67,MBUU
2021-10-27,68.08,MBUU
2021-10-28,67.33,MBUU
2021-10-29,68.85,MBUU
2021-11-01,70.89,MBUU
2021-11-02,73.93,MBUU
2021-11-03,71.88,MBUU
2021-11-04,75.56,MBUU
2021-11-05,76.23,MBUU
2021-11-08,77.1,MBUU
2021-11-09,74.86,MBUU
2021-11-10,72.84,MBUU
2021-11-11,72.84,MBUU
2021-11-12,71.4,MBUU
2021-11-15,71.61,MBUU
2021-11-16,70.34,MBUU
2021-11-17,71.51,MBUU
2021-11-18,72.51,MBUU
2021-11-19,71.18,MBUU
2021-11-22,71.32,MBUU
2021-11-23,73.51,MBUU
2021-11-24,74.51,MBUU
2021-11-26,72.94,MBUU
2021-11-29,72.76,MBUU
2021-11-30,70.41,MBUU
2021-12-01,71.25,MBUU
2021-12-02,70.36,MBUU
2021-12-03,71.19,MBUU
2021-12-06,69.83,MBUU
2021-12-07,71.8,MBUU
2021-12-08,70.92,MBUU
2021-12-09,68.0,MBUU
2021-12-10,67.95,MBUU
2021-12-13,68.05,MBUU
2021-12-14,66.6,MBUU
2021-12-15,67.0,MBUU
2021-12-16,69.01,MBUU
2021-12-17,67.22,MBUU
2021-12-20,64.39,MBUU
2021-12-21,63.93,MBUU
2021-12-22,64.94,MBUU
2021-12-23,65.9,MBUU
2021-12-27,66.52,MBUU
2021-12-28,68.14,MBUU
2021-12-29,67.5,MBUU
2021-12-30,68.42,MBUU
2021-12-31,69.35,MBUU
2022-01-03,69.36,MBUU
2022-01-04,69.66,MBUU
2022-01-05,68.38,MBUU
2022-01-06,67.02,MBUU
2022-01-07,69.48,MBUU
2022-01-10,66.66,MBUU
2022-01-11,67.69,MBUU
2022-01-12,66.79,MBUU
2022-01-13,65.71,MBUU
2022-01-14,65.22,MBUU
2022-01-18,64.4,MBUU
2022-01-19,62.46,MBUU
2022-01-20,62.24,MBUU
2022-01-21,59.62,MBUU
2022-01-24,55.67,MBUU
2022-01-25,60.23,MBUU
2022-01-26,61.6,MBUU
2022-01-27,61.27,MBUU
2022-01-28,60.27,MBUU
2022-01-31,63.32,MBUU
2022-02-01,66.03,MBUU
2022-02-02,68.01,MBUU
2022-02-03,64.71,MBUU
2022-02-04,64.21,MBUU
2022-02-07,63.71,MBUU
2022-02-08,66.97,MBUU
2022-02-09,71.63,MBUU
2022-02-10,68.67,MBUU
2022-02-11,68.61,MBUU
2022-02-14,68.84,MBUU
2022-02-15,68.22,MBUU
2022-02-16,68.74,MBUU
2022-02-17,67.65,MBUU
2022-02-18,67.64,MBUU
2022-02-22,67.2,MBUU
2022-02-23,67.52,MBUU
2022-02-24,65.68,MBUU
2022-02-25,68.25,MBUU
2022-02-28,68.33,MBUU
2022-03-01,69.69,MBUU
2022-03-02,68.89,MBUU
2022-03-03,70.51,MBUU
2022-03-04,68.62,MBUU
2022-03-07,65.5,MBUU
2022-03-08,59.26,MBUU
2022-03-09,62.62,MBUU
2022-03-10,63.0,MBUU
2022-03-11,64.04,MBUU
2022-03-14,60.94,MBUU
2022-03-15,57.99,MBUU
2022-03-16,60.42,MBUU
2022-03-17,61.1,MBUU
2022-03-18,59.69,MBUU
2022-03-21,61.44,MBUU
2022-03-22,61.75,MBUU
2022-03-23,61.64,MBUU
2022-03-24,59.25,MBUU
2022-03-25,59.38,MBUU
2022-03-28,59.2,MBUU
2022-03-29,60.63,MBUU
2022-03-30,62.74,MBUU
2022-03-31,60.35,MBUU
2022-04-01,58.18,MBUU
2022-04-04,56.5,MBUU
2022-04-05,56.42,MBUU
2022-04-06,53.05,MBUU
2022-04-07,51.08,MBUU
2022-04-08,50.64,MBUU
2022-04-11,50.0,MBUU
2022-04-12,52.34,MBUU
2022-04-13,52.35,MBUU
2022-04-14,52.53,MBUU
2022-04-18,52.2,MBUU
2022-04-19,52.45,MBUU
2022-04-20,54.21,MBUU
2022-04-21,54.14,MBUU
2022-04-22,51.65,MBUU
2022-04-25,49.91,MBUU
2022-04-26,51.31,MBUU
2022-04-27,49.1,MBUU
2022-04-28,50.28,MBUU
2022-04-29,50.27,MBUU
2022-05-02,50.25,MBUU
2022-05-03,50.87,MBUU
2022-05-04,52.19,MBUU
2022-05-05,53.14,MBUU
2022-05-06,51.55,MBUU
2022-05-09,50.89,MBUU
2022-05-10,56.56,MBUU
2022-05-11,56.85,MBUU
2022-05-12,55.39,MBUU
2022-05-13,57.63,MBUU
2022-05-16,59.68,MBUU
2022-05-17,60.53,MBUU
2022-05-18,60.31,MBUU
2022-05-19,55.35,MBUU
2022-05-20,55.44,MBUU
2022-05-23,55.56,MBUU
2022-05-24,54.78,MBUU
2022-05-25,56.21,MBUU
2022-05-26,58.41,MBUU
2022-05-27,58.16,MBUU
2022-05-31,58.39,MBUU
2022-06-01,59.42,MBUU
2022-06-02,58.6,MBUU
2022-06-03,58.03,MBUU
2022-06-06,57.6,MBUU
2022-06-07,58.0,MBUU
2022-06-08,58.59,MBUU
2022-06-09,59.07,MBUU
2022-06-10,58.2,MBUU
2022-06-13,54.34,MBUU
2022-06-14,53.96,MBUU
2022-06-15,55.16,MBUU
2022-06-16,52.55,MBUU
2022-06-17,49.29,MBUU
2022-06-21,52.04,MBUU
2022-06-22,51.31,MBUU
2022-06-23,52.81,MBUU
2022-06-24,53.73,MBUU
2022-06-27,54.22,MBUU
2022-06-28,54.07,MBUU
2022-06-29,53.18,MBUU
2022-06-30,52.91,MBUU
2022-07-01,52.34,MBUU
2022-07-05,52.42,MBUU
2022-07-06,54.93,MBUU
2022-07-07,54.76,MBUU
2022-07-08,55.73,MBUU
2022-07-11,55.77,MBUU
2022-07-12,55.95,MBUU
2022-07-13,55.71,MBUU
2022-07-14,56.8,MBUU
2022-07-15,57.5,MBUU
2022-07-18,58.06,MBUU
2022-07-19,56.71,MBUU
2022-07-20,57.87,MBUU
2022-07-21,59.58,MBUU
2022-07-22,60.5,MBUU
2022-07-25,60.42,MBUU
2022-07-26,60.32,MBUU
2022-07-27,60.4,MBUU
2022-07-28,61.9,MBUU
2022-07-29,61.71,MBUU
2022-08-01,62.11,MBUU
2022-08-02,62.83,MBUU
2022-08-03,61.92,MBUU
2022-08-04,63.21,MBUU
2022-08-05,62.63,MBUU
2022-08-08,63.22,MBUU
2022-08-09,64.12,MBUU
2022-08-10,64.33,MBUU
2022-08-11,65.56,MBUU
2022-08-12,65.25,MBUU
2022-08-15,66.3,MBUU
2022-08-16,67.69,MBUU
2022-08-17,67.47,MBUU
2022-08-18,69.41,MBUU
2022-08-19,69.75,MBUU
2022-08-22,67.78,MBUU
2022-08-23,66.6,MBUU
2022-08-24,66.97,MBUU
2022-08-25,67.8,MBUU
2022-08-26,67.0,MBUU
2022-08-29,63.2,MBUU
2022-08-30,62.64,MBUU
2022-08-31,62.05,MBUU
2022-09-01,59.55,MBUU
2022-09-02,59.51,MBUU
2022-09-06,58.35,MBUU
2022-09-07,56.21,MBUU
2022-09-08,56.62,MBUU
2022-09-09,55.5,MBUU
2022-09-12,55.69,MBUU
2022-09-13,54.23,MBUU
2022-09-14,54.86,MBUU
2022-09-15,53.88,MBUU
2022-09-16,55.0,MBUU
2022-09-19,52.83,MBUU
2022-09-20,53.4,MBUU
2022-09-21,52.07,MBUU
2022-09-22,50.2,MBUU
2022-09-23,49.38,MBUU
2022-09-26,49.28,MBUU
2022-09-27,49.57,MBUU
2022-09-28,51.23,MBUU
2022-09-29,51.18,MBUU
2022-09-30,49.56,MBUU
2022-10-03,48.68,MBUU
2022-10-04,48.03,MBUU
2022-10-05,47.78,MBUU
2022-10-06,47.5,MBUU
2022-10-07,47.85,MBUU
2022-10-10,47.21,MBUU
2022-10-11,47.23,MBUU
2022-10-12,48.42,MBUU
2022-10-13,48.23,MBUU
2022-10-14,50.04,MBUU
2022-10-17,47.68,MBUU
2022-10-18,48.14,MBUU
2022-10-19,48.24,MBUU
2022-10-20,48.07,MBUU
2022-10-21,47.69,MBUU
2022-10-24,47.69,MBUU
2022-10-25,49.67,MBUU
2022-10-26,52.15,MBUU
2022-10-27,53.44,MBUU
2022-10-28,52.63,MBUU
2022-10-31,53.3,MBUU
2022-11-01,53.49,MBUU
2022-11-02,53.25,MBUU
2022-11-03,50.71,MBUU
2022-11-04,51.09,MBUU
2022-11-07,53.9,MBUU
2022-11-08,53.58,MBUU
2022-11-09,54.87,MBUU
2022-11-10,56.15,MBUU
2022-11-11,58.05,MBUU
2022-11-14,59.28,MBUU
2022-11-15,60.36,MBUU
2022-11-16,59.59,MBUU
2022-11-17,56.91,MBUU
2022-11-18,59.11,MBUU
2022-11-21,59.1,MBUU
2022-11-22,56.4,MBUU
2022-11-23,57.77,MBUU
2022-11-25,56.36,MBUU
2022-11-28,56.86,MBUU
2022-11-29,56.63,MBUU
2022-11-30,56.94,MBUU
2022-12-01,58.15,MBUU
2022-12-02,57.05,MBUU
2022-12-05,57.92,MBUU
2022-12-06,56.69,MBUU
2022-12-07,55.66,MBUU
2022-12-08,55.76,MBUU
2022-12-09,55.64,MBUU
2022-12-12,55.71,MBUU
2022-12-13,58.92,MBUU
2022-12-14,56.59,MBUU
2022-12-15,55.68,MBUU
2022-12-16,55.77,MBUU
2022-12-19,55.1,MBUU
2022-12-20,54.16,MBUU
2022-12-21,54.39,MBUU
2022-12-22,54.82,MBUU
2022-12-23,53.62,MBUU
2022-12-27,54.33,MBUU
2022-12-28,53.69,MBUU
2022-12-29,52.4,MBUU
2022-12-30,52.89,MBUU
2023-01-03,53.99,MBUU
2023-01-04,53.9,MBUU
2023-01-05,55.23,MBUU
2023-01-06,56.22,MBUU
2023-01-09,57.92,MBUU
2023-01-10,57.18,MBUU
2023-01-11,58.67,MBUU
2023-01-12,58.99,MBUU
2023-01-13,58.49,MBUU
2023-01-17,58.99,MBUU
2023-01-18,58.85,MBUU
2023-01-19,56.08,MBUU
2023-01-20,56.89,MBUU
2023-01-23,57.8,MBUU
2023-01-24,58.82,MBUU
2023-01-25,58.42,MBUU
2023-01-26,58.6,MBUU
2023-01-27,56.65,MBUU
2023-01-30,56.34,MBUU
2023-01-31,57.67,MBUU
2023-02-01,60.52,MBUU
2023-02-02,62.9,MBUU
2023-02-03,62.86,MBUU
2023-02-06,63.4,MBUU
